FID,(atom depth)-seq,Multiplicity seq, Charge seq
330, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 Cl1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
331, C4 0 C4 1 C4 2 H1 3 H1 3 H1 3, 3 1 1 1 1, 0 0 0 0 0 0
332, C4 0 Cl1 1 Cl1 1 C4 1 H1 2 H1 2, 1 1 2 1 1, 0 0 0 0 0 0
333, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
334, C4 0 H1 1 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
335, S6 0 O2 1 O2 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
336, N3 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
337, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
338, S2 0 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1, 0 0 0 0 0 0 0
339, C4 0 Cl1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
340, C4 0 S2 1 N3 1 H1 2 H1 2 N3 1 H1 2 H1 2, 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
341, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0
342, C4 0 H1 1 S2 1 H1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 S2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
343, C4 0 H1 1 H1 1 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
344, C4 0 Br1 1 N3 1 O2 2 O2 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 2 1 1 1 1 1 1 1 1 1 1, 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0
345, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
346, C4 0 O2 1 N3 1 H1 2 H1 2 N3 1 H1 2 H1 2, 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
347, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
348, C4 0 H1 1 F1 1 F1 1 Cl1 1, 1 1 1 1, 0 0 0 0 0
349, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
350, C4 0 O2 1 N3 1 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 2 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0
351, I1 0,, 0
352, C4 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
353, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
354, O2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
355, C4 0 Br1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
356, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
357, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 N3 2 H1 3 H1 3 S6 1 O2 2 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 2 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
358, N3 0 N3 1 O2 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
359, C4 0 Br1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
360, S2 0 H1 1, 1, 0 0
361, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
362, C4 0 O2 1 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
363, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
364, C4 0 N3 1 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1, 0 0 0 0 0 0
365, C4 0 H1 1 Cl1 1 N3 1 O2 2 O2 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 2 1 1 1 1 1 1 1, 0 0 0 1 -1 0 0 0 0 0 0 0 0
366, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
367, S4 0 O2 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 2 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
368, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
369, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
370, N3 0 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
371, C4 0 F1 1 F1 1 F1 1 Cl1 1, 1 1 1 1, 0 0 0 0 0
372, P5 0 O2 1 O2 1 C4 2 H1 3 H1 3 H1 3 S2 1 C4 2 H1 3 H1 3 H1 3 N3 1 H1 2 H1 2, 2 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
373, C4 0 N3 1 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
374, O2 0 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
375, C4 0 H1 1 H1 1 C4 1 H1 2 N3 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
376, C4 0 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
377, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
378, C4 0 H1 1 H1 1 S6 1 O2 2 O2 2 O2 2 H1 3 S6 1 O2 2 O2 2 O2 2 H1 3, 1 1 1 2 2 1 1 1 2 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
379, C4 0 H1 1 F1 1 F1 1 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
380, C4 0 H1 1 N3 1 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
381, C4 0 H1 1 I1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
382, O2 0 H1 1, 1, 0 0
383, C4 0 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
384, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
385, C4 0 H1 1 Br1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
386, C4 0 C4 1 Cl1 2 Cl1 2, 2 1 1, 0 0 0 0
387, N3 0 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
388, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
389, C4 0 H1 1 H1 1 Cl1 1 Cl1 1, 1 1 1 1, 0 0 0 0 0
390, C4 0 H1 1 C4 1 Cl1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 2 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
391, C4 0 H1 1 C4 1 H1 2 H1 2 N3 2 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
392, C4 0 H1 1 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 1 2 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
393, C4 0 H1 1 O2 1 N3 1 H1 2 H1 2, 1 2 1 1 1, 0 0 0 0 0 0
394, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 I1 2 C4 1 H1 2 H1 2 I1 2, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
395, C4 0 H1 1 Cl1 1 C4 1 H1 2 H1 2, 1 1 2 1 1, 0 0 0 0 0 0
396, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
397, O2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 N3 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 2 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
398, C4 0 H1 1 H1 1 C4 1 Cl1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0
399, C4 0 C4 1 S2 2 N3 2 H1 3 H1 3, 1 2 1 1 1, 0 0 0 0 0 0
400, N3 0 C4 1 N3 2 H1 3 H1 3 N3 2 H1 3 H1 3, 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
401, C4 0 S2 1 H1 2, 1 1, 0 0 0
402, O2 0 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 2 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
403, C4 0 H1 1 H1 1 N3 1 O2 2 O2 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 2 1 1 1 1 1 1 1, 0 0 0 1 -1 0 0 0 0 0 0 0 0
404, C4 0 H1 1 H1 1 N3 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
405, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 N3 2, 1 1 1 1 1 1 1 1 1 1 3, 0 0 0 0 0 0 0 0 0 0 0 0
406, O2 0 P5 1 F1 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0
407, C4 0 H1 1 Br1 1 C4 1 H1 2 H1 2, 1 1 2 1 1, 0 0 0 0 0 0
408, P5 0 O2 1 O2 1 C4 2 H1 3 H1 3 H1 3 S2 1 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
409, C4 0 H1 1 O2 1 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
410, C4 0 H1 1 H1 1 N3 1 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0
411, N3 0 C4 1 H1 2 H1 2 H1 2 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
412, C4 0 O2 1 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 2 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
413, C4 0 N3 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1, 0 1 0 0 0 0 0 0 0 0
414, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
415, N3 0 O2 1, 2, 0 0
416, S6 0 F1 1 O2 1 O2 1 C4 1 H1 2 H1 2 H1 2, 1 2 2 1 1 1 1, 0 0 0 0 0 0 0 0
417, C4 0 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
418, C4 0 H1 1 H1 1 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 2 1 1 1 1 1 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
419, O2 0 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 S6 1 O2 2 O2 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 2 2 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
420, N3 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
421, C4 0 H1 1 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 O2 2 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
422, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
423, C4 0 H1 1 N3 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
424, S2 0 C4 1 Cl1 2 Cl1 2 Cl1 2, 1 1 1 1, 0 0 0 0 0
425, N3 0 N3 1 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
426, C4 0 S2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
427, S6 0 O2 1 O2 1 C4 1 F1 2 F1 2 F1 2, 2 2 1 1 1 1, 0 0 0 0 0 0 0
428, N3 0 N3 1 O2 2 C4 1 H1 2 H1 2 H1 2 C4 1 O2 2 N3 2 H1 3 H1 3, 1 2 1 1 1 1 1 2 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0
429, P5 0 O2 1 C4 1 H1 2 H1 2 H1 2, 2 1 1 1 1, 0 0 0 0 0 0
430, N3 0 N3 1 H1 2 H1 2, 1 1 1, 0 0 0 0
431, C4 0 H1 1 H1 1 N3 1 O2 2 O2 2 C4 1 H1 2 H1 2 O2 2 H1 3, 1 1 1 1 2 1 1 1 1 1, 0 0 0 1 -1 0 0 0 0 0 0
432, C4 0 F1 1 F1 1 Cl1 1 Cl1 1, 1 1 1 1, 0 0 0 0 0
433, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 Br1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
434, C4 0 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 H1 2 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
435, C4 0 H1 1 C4 1 H1 2 H1 2 N3 2 H1 3 H1 3, 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
436, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
437, C4 0 H1 1 Cl1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
438, C4 0 H1 1 H1 1 C4 1 H1 2 C4 2 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3, 1 1 1 1 2 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0
439, C4 0 H1 1 H1 1 O2 1 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
440, C4 0 N3 1 H1 2 N3 2 H1 3 H1 3, 1 1 1 1 1, 0 0 0 0 0 0
441, C4 0 H1 1 H1 1 C4 1 H1 2 H1 2 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0
442, C4 0 O2 1 C4 1 H1 2 H1 2 N3 2 H1 3 H1 3, 2 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
443, C4 0 H1 1 H1 1 C4 1 F1 2 F1 2 F1 2, 1 1 1 1 1 1, 0 0 0 0 0 0 0
444, S6 0 O2 1 O2 1 C4 1 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
445, C4 0 O2 1 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 H1 2 C4 2 H1 3 H1 3 H1 3 C4 2 H1 3 H1 3 H1 3, 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
446, C4 0 H1 1 Cl1 1 Cl1 1 C4 1 H1 2 H1 2 H1 2, 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0
447, C4 0 H1 1 N3 1 H1 2 H1 2 C4 1 H1 2 O2 2 H1 3 C4 2 H1 3 H1 3 H1 3 C4 1 O2 2 O2 2 H1 3, 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1, 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
448, C4 0 H1 1 Br1 1 C4 1 H1 2 H1 2 Cl1 2 C4 1 H1 2 H1 2 Br1 2, 1 1 1 1 1 1 1 1 1 1, 0 0 0 0 0 0 0 0 0 0 0
